;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
90;within a day;100%;f;1.0;-22.94485039003764;-43.19149289637024;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials}";$120.00;;$140.00;1;$150.00;2;30;0;;;;;;;;f;f;flexible;2018;4
91;within an hour;100%;f;1.0;-22.91916456836233;-43.17930722892988;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Pool,Kitchen,Doorman,Gym,Breakfast,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$51.00;;;1;$0.00;3;1125;22;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
92;within a few hours;100%;f;2.0;-22.919491198854505;-43.22557608265069;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$85.00;$342.00;$34.00;1;$34.00;1;180;2;80.0;10.0;10.0;10.0;10.0;8.0;9.0;f;f;flexible;2018;4
93;within a day;100%;f;2.0;-22.913099414451;-43.18268519590882;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi""}";$120.00;;$120.00;2;$30.00;2;90;11;91.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
94;within an hour;100%;t;10.0;-22.913507650036355;-43.1812470817139;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$151.00;;;2;$50.00;2;365;220;96.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
95;within a few hours;100%;f;9.0;-22.98345232580772;-43.220198131807656;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$591.00;$1,000.00;$100.00;2;$0.00;3;120;12;100.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
96;within an hour;67%;t;1.0;-22.980015225107746;-43.22371218359892;Apartment;Entire home/apt;4;1.0;2.0;3.0;Pull-out Sofa;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}";$243.00;$364.00;$150.00;2;$90.00;3;1125;13;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
97;within an hour;100%;f;1.0;-22.97193303994361;-43.20359234346541;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer}";$1,708.00;;;1;$0.00;21;365;0;;;;;;;;f;f;strict;2018;4
98;within a few hours;100%;f;3.0;-22.98606274268977;-43.19513412350389;Apartment;Entire home/apt;4;;3.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$410.00;$2,391.00;$307.00;3;$205.00;6;365;28;88.0;9.0;8.0;9.0;8.0;10.0;9.0;f;f;strict;2018;4
99;within a few hours;100%;f;2.0;-22.9539422468228;-43.17405663652501;Loft;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Children’s books and toys"",Waterfront}";$1,366.00;$3,415.00;$171.00;2;$171.00;3;367;17;98.0;10.0;9.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
100;within an hour;100%;f;1.0;-22.98219611984617;-43.18960155583384;Apartment;Private room;3;2.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Host greets you""}";$133.00;$239.00;;1;$0.00;2;365;60;89.0;9.0;9.0;9.0;10.0;10.0;9.0;t;f;strict;2018;4
101;;;f;1.0;-22.903452962504904;-43.242529450500655;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom""}";$201.00;;$50.00;1;$190.00;1;10;0;;;;;;;;f;f;strict;2018;4
102;;;f;1.0;-22.92590836340108;-43.18032612408575;Apartment;Shared room;2;1.0;1.0;1.0;Real Bed;{TV,Doorman,Elevator};$683.00;$1,366.00;$34.00;1;$0.00;2;5;0;;;;;;;;f;f;flexible;2018;4
103;;;f;1.0;-22.929042244520247;-43.561201974506496;House;Entire home/apt;8;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Family/kid friendly""}";$199.00;$250.00;$25.00;1;$50.00;2;60;0;;;;;;;;f;f;moderate;2018;4
104;within an hour;100%;t;4.0;-22.960990589593308;-43.19933504993541;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Host greets you"",Waterfront}";$171.00;$342.00;$137.00;2;$0.00;3;365;63;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2018;4
105;;;f;3.0;-22.80939938208928;-43.18193993470328;House;Private room;6;4.0;3.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$240.00;$514.00;$342.00;2;$89.00;2;365;3;100.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict;2018;4
106;;;f;3.0;-22.81166188792924;-43.18182389934622;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,""Air conditioning"",Pool,Kitchen,Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$240.00;$342.00;$171.00;1;$89.00;2;730;0;;;;;;;;f;f;strict;2018;4
107;a few days or more;22%;f;2.0;-23.02655506764403;-43.48083030119904;House;Private room;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",Washer,Dryer}";$201.00;$200.00;;1;$200.00;1;730;0;;;;;;;;f;f;moderate;2018;4
108;;;f;1.0;-23.067748289041283;-43.56664427145989;House;Shared room;1;0.0;1.0;1.0;Real Bed;{};$116.00;;;1;$0.00;1;730;0;;;;;;;;f;f;flexible;2018;4
109;within an hour;100%;f;1.0;-23.017688899527556;-43.47226645273474;Apartment;Entire home/apt;6;3.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head""}";$301.00;;$157.00;1;$0.00;4;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
110;a few days or more;33%;f;1.0;-22.973036103921487;-43.41490351987193;Earth house;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}";$143.00;$0.00;$150.00;1;$0.00;1;730;0;;;;;;;;f;f;flexible;2018;4
111;;;f;4.0;-22.96403035258751;-43.40828552299928;House;Private room;9;1.5;3.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$140.00;$500.00;$50.00;1;$99.00;2;90;4;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;moderate;2018;4
112;within an hour;100%;t;3.0;-22.97534570275504;-43.19123675839346;Apartment;Entire home/apt;3;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Front desk/doorperson"",""Window guards"",""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed""}";$236.00;$800.00;$170.00;2;$45.00;10;400;45;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
113;a few days or more;43%;f;1.0;-22.91976500418145;-43.21884310015255;Apartment;Private room;2;;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";$120.00;$0.00;$80.00;1;$80.00;1;730;5;87.0;9.0;9.0;9.0;9.0;9.0;9.0;t;f;flexible;2018;4
114;within an hour;100%;t;10.0;-22.97936532816185;-43.19157463675577;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$116.00;$500.00;$125.00;2;$35.00;2;360;58;91.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
115;;;f;1.0;-22.982493444709505;-43.19221811268892;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""translation missing: en.hosting_amenity_50""}";$150.00;$0.00;$0.00;2;$50.00;5;15;10;91.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
116;;;f;1.0;-22.966556498796614;-43.18575150493299;Apartment;Entire home/apt;4;1.0;0.0;3.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron}";$171.00;$500.00;$100.00;1;$100.00;3;180;0;;;;;;;;f;f;strict;2018;4
117;within an hour;100%;t;10.0;-22.986461392722862;-43.19355122163183;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Long term stays allowed"",""Wide clearance to bed"",""Accessible-height bed"",""Host greets you"",""Paid parking on premises""}";$134.00;$900.00;$130.00;2;$45.00;2;180;39;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
118;;;f;1.0;-22.92481331590572;-43.52122893060236;House;Private room;2;;1.0;;Real Bed;{};$294.00;;;1;$0.00;1;730;0;;;;;;;;f;f;flexible;2018;4
119;within an hour;100%;t;10.0;-22.97702085851378;-43.1886665064888;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Host greets you"",""Paid parking on premises""}";$120.00;$600.00;$130.00;2;$35.00;2;180;51;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
120;;;f;2.0;-23.01190144842937;-43.372154529097976;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$201.00;$500.00;$100.00;1;$0.00;2;30;0;;;;;;;;f;f;moderate;2018;4
121;within an hour;100%;t;10.0;-22.971647796801715;-43.18843013894249;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Host greets you"",""Paid parking on premises""}";$113.00;$600.00;$125.00;2;$40.00;2;180;81;92.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
122;within a day;67%;f;1.0;-22.994423264599543;-43.23543954519025;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,""24-hour check-in""}";$263.00;$563.00;$205.00;2;$205.00;3;30;1;60.0;6.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
123;within an hour;100%;t;10.0;-22.98018940239491;-43.19339204911591;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Host greets you"",""Paid parking on premises""}";$99.00;$500.00;$120.00;2;$30.00;2;180;61;88.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
124;within a few hours;100%;t;3.0;-22.96260056567852;-43.17704313584854;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$99.00;$480.00;$150.00;1;$0.00;3;28;40;94.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
125;within an hour;100%;t;2.0;-22.97964486575173;-43.19210232619778;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$393.00;$1,366.00;$444.00;4;$68.00;3;1125;149;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2018;4
126;within an hour;100%;f;2.0;-22.921676100199534;-43.180668280857695;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";$143.00;$400.00;$130.00;3;$85.00;3;120;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
127;within a few hours;100%;t;1.0;-22.98499246626816;-43.190982508016575;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$632.00;$2,526.00;$421.00;6;$421.00;1;30;123;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
128;within a day;50%;f;2.0;-22.81547121901555;-43.17935739458103;House;Entire home/apt;4;1.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,Pool,Kitchen,Breakfast,""Pets live on this property"",Dog(s),Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Wide clearance to shower, toilet""}";$99.00;;;1;$0.00;3;730;0;;;;;;;;f;f;flexible;2018;4
129;;;f;1.0;-23.00703379853312;-43.30475350823087;Apartment;Entire home/apt;5;2.5;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$376.00;$342.00;$256.00;5;$256.00;3;28;45;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
130;within a few hours;100%;f;4.0;-22.97984794399469;-43.19189190487076;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Host greets you""}";$161.00;$1,370.00;$137.00;1;$17.00;3;90;86;96.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
131;within a few hours;100%;f;4.0;-22.97816474237171;-43.191000431729975;Serviced apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Elevator,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",Other}";$167.00;$1,366.00;$171.00;1;$17.00;3;90;70;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
132;within a few hours;100%;f;1.0;-22.985035297671;-43.18921516955442;Apartment;Entire home/apt;6;2.0;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Safety card"",""Fire extinguisher"",Essentials,""Hot water"",""Host greets you""}";$2,151.00;$3,415.00;;6;$171.00;3;365;17;89.0;8.0;9.0;9.0;9.0;10.0;9.0;f;f;strict;2018;4
133;within an hour;100%;f;2.0;-22.984736802903484;-43.19081052139676;Apartment;Entire home/apt;6;2.0;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$680.00;$1,708.00;$171.00;4;$171.00;5;366;47;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
134;within an hour;100%;f;4.0;-22.967251622070783;-43.18169203502355;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",""Baby bath"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",""Host greets you""}";$130.00;$700.00;$80.00;1;$40.00;1;20;64;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
135;;;f;1.0;-22.915439054384933;-43.25249293538096;House;Private room;2;1.0;1.0;1.0;Futon;"{TV,""Cable TV"",Internet,Wifi,""Family/kid friendly""}";$201.00;$300.00;;1;$50.00;2;28;0;;;;;;;;f;f;moderate;2018;4
